"user","art","auxv","conj","adv","ipron","ppron","prep","quant"
"Last Lost",3.2,4.6,3.2,3.4,3,4.2,7.6,2
"Last king of Frisia",4,5,2,4,4,4,4,1
"Lasta",1,5,2,2,4,5,5,2
"Lastexpofan",7,2,7,0,2,2,9,2
"LaszloWalrus",6,6,3,1,6,4,6,0
"Latebird",5,5.66666666666667,4.09523809523809,4.76190476190476,4.61904761904762,5.38095238095238,9.61904761904762,2.80952380952381
"Latics",2.66666666666667,4,2,2,2.33333333333333,3,3,2.66666666666667
"LatinoMuslim",0,0,0,0,0,1,1,0
"Latinus",0,2,0,1,1,1,1,0
"Latouffedisco",8.5,4.5,3.5,3,4.5,3,7.5,1
"Laudak",8,7,3,6,4,5,10,3
"Laughing Man",1.75,3.25,1,1,1.5,2.25,3.75,1
"LaughingVulcan",1,1,1,0,1,1,8,1
"Laura1822",1,2,2,0,0,1,1,1
"LauraHale",6.2,7.4,5.5,4.5,5,7,14.9,2.2
"Laurap414",1,10,5,4,3,6,5,3
"Laurarosenielsen",1.5,5,1.5,3.5,2,5.5,5,0
"Laurascudder",1.5,2,1.5,1,1.5,2.5,4.5,0.5
"Laurel Lodged",5.19736842105263,4.89473684210526,2.55263157894737,2.19736842105263,3.28947368421053,2.98684210526316,8.21052631578947,1.75
"Laurence Boyce",1.5,3,3.5,0.5,0.5,3,3.5,2
"Laurent1979",1,1,0.5,1,1.5,2.5,0.5,0.5
"Lauri.pirttiaho",11,9,2,1,5,0,12,7
"Lav-chan",2,4,4,1,1,10,7,3
"Lavallen",2.33333333333333,1.33333333333333,0.666666666666667,0,0.666666666666667,0.666666666666667,3.66666666666667,1.33333333333333
"Lavateraguy",2.14285714285714,3.35714285714286,2.14285714285714,0.571428571428571,1.78571428571429,1.78571428571429,4.21428571428571,0.571428571428571
"Laveol",2.96666666666667,3.23333333333333,2.16666666666667,1.86666666666667,2.8,3.7,4.73333333333333,1.2
"Law Lord",0,0,1,0,0,0,0,0
"Lawikitejana",6.16666666666667,5.16666666666667,5.5,4.33333333333333,4.16666666666667,5.33333333333333,11.6666666666667,4
"Lawman8",6,8,7,4,7,4,9,2
"Lawrence Cohen",1.28571428571429,2.42857142857143,0.857142857142857,0.857142857142857,1.14285714285714,1.57142857142857,2.28571428571429,1
"Lawrence King",3,3,3.66666666666667,1.33333333333333,3.33333333333333,2.66666666666667,3.66666666666667,1.33333333333333
"Lawrencekhoo",2.425,2.525,1.675,1.1,1.825,2.25,3.525,0.975
"Lawrentia",0,0,0,0,0,3,1,0
"Lawyer in training",13,8,2,3,3,6,10,2
"Layimu",2,1,3.5,2.5,0,4,2,2
"Layingblames",1.5,2,1.5,1,1.5,1.5,3,2
"Layona1",2,19,11,7,6,10,7,5
"Lazulilasher",3.44444444444444,4.22222222222222,1.66666666666667,2.11111111111111,2.66666666666667,5.22222222222222,6.33333333333333,2
"LazyLizaJane",3,7,6,5,3,5,14,4
"Lazydown",3.66666666666667,3,2,1.33333333333333,2,4,5.33333333333333,2.33333333333333
"Lazylaces",0,0,0,0,0,0,0,0
"Lbbzman",4,3,0,1,1,6,3,3
"Lbmixpro",3.11111111111111,3.33333333333333,2.77777777777778,2.44444444444444,1.88888888888889,3.11111111111111,5.55555555555556,1.33333333333333
"Lcarsdata",0,1,0,0.75,1,1,1,0.5
"Lcsrns",2,4.5,3.5,3.5,2,6,4,2.5
"Ldavis (Public Policy)",0,2,2.5,0,2.5,3,4,1
"Ldp linux",3,4,3,3,2,3,9,4
"Le Deluge",10,9.5,9.5,6,10,6.5,27,6.5
"Le Grand Roi des Citrouilles",5.13636363636364,5,6.31818181818182,3.40909090909091,4.04545454545455,4.90909090909091,8.81818181818182,1.40909090909091
"Le Scarlet Douche",1,0,1,2,2,3,6,1
"LeaHazel",7,5,6,2,7,2,18,5
"LeadSongDog",3.50877192982456,4.26315789473684,2.40350877192982,2.17543859649123,3.35087719298246,2.45614035087719,6.49122807017544,1.57894736842105
"Leaders100",1,0,0,0,0,0,2,0
"Leadwind",2.96153846153846,2.46153846153846,1.53846153846154,1.84615384615385,1.80769230769231,2.88461538461538,4.46153846153846,1.30769230769231
"Leafman",2,3,1,1,3,4,3,0
"Leafschik1967",1,4.5,2,0.5,2.5,3.5,4.5,1.5
"Leag",1,2.5,0.5,0,0.5,2.5,4,0
"Leahtwosaints",6.06626506024096,6.7289156626506,6.17469879518072,5.36144578313253,5.68072289156626,9.58433734939759,11.7168674698795,3.65060240963855
"Leaky caldron",2.55555555555556,3.55555555555556,2.88888888888889,1.66666666666667,1.22222222222222,2.88888888888889,3.66666666666667,1.33333333333333
"Leaky_caldron",1,1,1.33333333333333,1.16666666666667,1,2,2,0.333333333333333
"Leandrod",1.71428571428571,1.71428571428571,2,1.14285714285714,0.857142857142857,2.14285714285714,3.42857142857143,0.857142857142857
"Lear 21",6.16666666666667,4.83333333333333,2.83333333333333,1.16666666666667,2.33333333333333,2.33333333333333,7.5,3.5
"Lear's Fool",3.34285714285714,4.2,3.02857142857143,1.48571428571429,2.31428571428571,2.94285714285714,4.68571428571429,1.17142857142857
"Learse",2,3,1,1,1,4,1,0
"Leasnam",5.5,7,2.5,3.5,2.5,1,13,1.5
"LeaveSleaves",1.5,2.5,2,1,1,5,4,1
"Leaveon1DI",0,4,2,1,0,0,4,1
"Lebanese bebe",6.5,17.5,8,7,4,11,10.5,1
"Lebd",2,0,0,0,0,2,2,1
"Leben2",1,0,1,0,0,0,0,0
"Lebroyl",5,3,2,5,3,4,8,3
"LecDer",0,1,1,0,2,1,0,0
"Lecen",2.55555555555556,3.96296296296296,2.2962962962963,2.07407407407407,3.11111111111111,4.77777777777778,5.48148148148148,1.14814814814815
"Lechonero",0,0,0,0,0,1,0,0
"Lectonar",3.14285714285714,3.57142857142857,2.71428571428571,2.14285714285714,1.85714285714286,5.28571428571429,5.14285714285714,1.14285714285714
"LedRush",4.35714285714286,5.42857142857143,4.5,2.42857142857143,2.78571428571429,6.57142857142857,7.21428571428571,1.64285714285714
"LedgendGamer",2,2,2,2.5,1.5,5,4.5,0.5
"Lee M",2.91304347826087,2.82608695652174,1.91304347826087,1.60869565217391,1.78260869565217,2.56521739130435,3.78260869565217,1.21739130434783
"LeeMulod333",0,1,1,0,0,1,0,0
"LeeUSA",3,2,0,1,0,0,4,2
"Leebo",2.6551724137931,2.41379310344828,1.58620689655172,1.44827586206897,2.06896551724138,3.10344827586207,3.31034482758621,1.13793103448276
"Leebo86",5,7,1,2,1,5,8,3
"Leeirons",11,7,3,3,4,2,12,6
"Leflyman",3.36363636363636,5.45454545454545,3.45454545454545,2,3.45454545454545,5.63636363636364,6.90909090909091,1.45454545454545
"Leftmostcat",5.5,5,3.5,4.5,7.5,7.5,14.5,4
"LegCircus",0,0,0,0,1,0,2,0
"LegalEagleUSA",2,3.5,4,1.5,1,6,6.5,2
"Legaleagle86",8.4,7,3.4,1.6,1.6,4.6,13.2,2.2
"Legis",3.5,5.5,2,1.25,2,3.75,5.75,1
"LegitimateAndEvenCompelling",5.88888888888889,9,5.44444444444444,4.83333333333333,6.77777777777778,9.22222222222222,12.5555555555556,3.11111111111111
"Legitimus",2,4,1.6,2.4,2,3.8,4.6,0.8
"Legolas2186",2.30952380952381,3.01587301587302,1.80952380952381,1.66666666666667,1.80952380952381,3,4.12698412698413,1.15079365079365
"LegolasGreenleaf",2.33333333333333,4.33333333333333,3,4.33333333333333,2.66666666666667,5.33333333333333,5.66666666666667,1
"Legolost",2,1,0,1,1,1,3,1
"Legotech",3.8,4.6,4.4,2.8,3.8,5.1,6.7,2.3
"LeheckaG",4,1,1,0,0,1,2,0
"Leia",2,2,0,1,1,4,2,0
"Leidseplein",6,7,8.5,6,5,12,13,3.5
"Leif",2.66666666666667,4,2,1.66666666666667,4,4,5.33333333333333,1.66666666666667
"Leifern",1.75,1.125,1.625,1.25,1.375,2.125,3.125,1.25
"LeilaniLad",1,4,2,1,2,2,2,2
"Leinad",0,1,0,0,0,4,1,0
"Leinad-Z",12,10,9,7,5,5,19,2
"Leithp",2,1,0.666666666666667,2.33333333333333,0.333333333333333,0.333333333333333,1.66666666666667,0
"Lejman",5,8,4,5,5,1,4,5
"Lekoman",1,0,1,1,0,4,3,1
"LemonMonday",7.5,4,1.5,2.5,2,4.5,8,1
"Lemurbaby",5.25,6.75,3.75,4,3.75,4.75,10,2.5
"Lemzwerg",5.5,3.5,4.5,3,2.5,2,5.5,1
"LenW",0,0,0,1,0,1,0,0
"Lendorien",1,2,1,1,1,2,3,0
"Lenerd",10,7,2,1,0,5,15,2
"Lenin and McCarthy",2,2.66666666666667,0.333333333333333,1,1,2.33333333333333,3,0.666666666666667
"LennoxRobinson",3,3,3,3,3,5,5,1
"Lensman003",7,4,2,1,1,3,9,2
"Lensovet",3,3.66666666666667,2.66666666666667,1.33333333333333,3,4.33333333333333,5,1.33333333333333
"Lenticel",1.16666666666667,2.66666666666667,1.83333333333333,2.16666666666667,1.5,3,3.66666666666667,0.5
"Lentisco",1.5,4.5,2,1.5,3.5,2.5,5,1.5
"Lentower",0,0,0,0,0,1,0,0
"Leo44",0.5,3.5,1.5,1,1.5,2,0.5,0
"Leobh",0,1,0,1,0,0,0,0
"Leoboudv",4.47619047619048,5.57142857142857,3.14285714285714,3.23809523809524,3.23809523809524,5.71428571428571,8,1.33333333333333
"Leodb",4,4.66666666666667,2,2,6,3.66666666666667,5.66666666666667,1.66666666666667
"Leodmacleod",1,0.5,0,0,0,0.5,1,0.5
"Leofric1",3.5,4.66666666666667,2.66666666666667,2.5,2.66666666666667,3.33333333333333,5.33333333333333,1
"Leolaursen",1.5,2,0.5,0.5,1,2.5,2.5,0.5
"Leolisa1997",1,2,1,2,2,1,1,0
"Leon Sword",1,3,3,1,2,3,5,1
"Leon...",6,3,2,0,1,5,6,2
"Leon7",6.5,10.5,7,5,10.5,11,16,1.5
"Leonard G.",5.0188679245283,5.33018867924528,3.41509433962264,2.16981132075472,3.37735849056604,3.60377358490566,7.97169811320755,1.9622641509434
"Leonard^Bloom",2.73684210526316,3.15789473684211,2.21052631578947,1.31578947368421,2.26315789473684,3.05263157894737,4.68421052631579,0.947368421052632
"Leoniana",5,3,5,2,5,3,6,0
"Leonig Mig",9,6,2,2,6,5,13,3
"Leotohill",4,3,2,0,1,1,5,1
"Leptictidium",2.5,3,2,1,1,3.5,4,1.5
"Lerdthenerd",0,0,0,0,0,0,0,0
"LesPaul75",3,2,3,3,0,2,4,2
"Lesfer",1.6875,3,1.3125,2.25,2.5,2.6875,3.5625,2
"Lesgles",6,3,0,5,2,5,6,2
"Lesliellen",6,6,4,4,3.5,7.5,9.5,3.5
"Lesliestng",0.5,1,0,0,0,1.5,0.5,0
"Lesnail",4,5.33333333333333,2.33333333333333,2,2.66666666666667,3.33333333333333,6.33333333333333,1
"LessHeard vanU",5.18303571428571,7.09375,4.39285714285714,2.54017857142857,4.19196428571429,4.77678571428571,8.43303571428571,1.83482142857143
"Lester",11.6511627906977,10.0232558139535,7.86046511627907,5.23255813953488,9.04651162790698,7,16.2325581395349,3.34883720930233
"Lester2",4.15384615384615,4.53846153846154,2.61538461538462,1.92307692307692,4,4.38461538461539,6.53846153846154,1.30769230769231
"Leszek Jańczuk",1.42857142857143,3.85714285714286,1.14285714285714,1.57142857142857,2.57142857142857,3,4.28571428571429,1
"Lethaniol",3.5,5,5,2.5,2.5,6,8.25,2
"Lethe",2.875,4.08333333333333,3.08333333333333,2.66666666666667,3.25,5.875,5.25,1.08333333333333
"LetsGoMets11",3,9,2.5,4,3,4,5.5,2
"Letter_7",1,0,2,2,1,3,6,3
"Letterofmarque",4,0.5,3,1,1.5,2,6,0.5
"Leuckartiara",0,1,1,1,2,3,2,0
"Leuko",7.66666666666667,8.33333333333333,3.33333333333333,2,5,4.33333333333333,9.66666666666667,1.66666666666667
"Leumar01",11,6,6,4,5,2,23,5
"Leuqarte",1,7,3,3,3,2,5,0
"Leutha",6.25,10.25,5.25,4,4.25,11.25,16,3.5
"Levdr1",0.875,0.625,0.75,0.625,0.25,2.25,2.5,0.5
"LevelCheck",1,3,0,0,1,2,1,1
"LevenBoy",6,10,5,2,7,11,15,3
"Levine2112",4.64285714285714,5.92857142857143,4.21428571428571,3.64285714285714,4.28571428571429,6.71428571428571,10.3571428571429,2.71428571428571
"Levineps",1.1,2.05,0.95,0.9,1.1,1.75,2.45,1
"Lewallen",1,0,3,1,2,3,7,3
"Lewismaster",0,0.5,0.5,0.5,0,3.5,2,1
"LexCorp",2,0,1,0,0,2,3,1
"Lexein",2.08,3.24,1.8,1.32,2.52,3.08,4.48,0.92
"Lexi Marie",1.5,4.5,2.5,2.5,1,4,1.5,0.5
"Lexicografía",3,5.5,2.5,2,1,3.5,4.5,4.5
"Lexicon",5.33333333333333,6.58333333333333,4.83333333333333,3.08333333333333,4.58333333333333,7,9.16666666666667,2.25
"Lexlex",2.5,4.5,2.5,0.5,3.5,4.5,8,0
"Lexme123",4.5,7,3.5,2.5,4.5,7.5,11.5,1.5
"Lexo",5,5,4.5,3,4.5,7,8,1.5
"Lexon darkheart",1,8,4,0,5,5,2,0
"Lexor",2.6,3.6,2.7,2.5,3.4,2.4,4.8,1.7
"Lexysexy",2,1,2,1,2.5,3,4.5,1.5
"Leyasu",5,6,3,4,2,3,4,1
"Leyo",1.69767441860465,2.18604651162791,1.04651162790698,1.09302325581395,1.09302325581395,1.53488372093023,3.16279069767442,0.930232558139535
"LeyteWolfer",1.8,3.4,2.4,2.4,2.6,2.8,3.6,2.6
"Lfstevens",2.66666666666667,3,2,2,2,5.33333333333333,2.33333333333333,2.66666666666667
"Lhb1239",3.8,5.4,4.4,3.2,4.3,9.5,9.3,2.3
"Li-sung",0,2,2,0,1,3,2,0
"Liamtaylor007",1.5,2.5,2.5,3,1.5,3.5,4,2
"Lianachan",7.77777777777778,4.44444444444444,4.77777777777778,3.88888888888889,3.22222222222222,3.66666666666667,12.7777777777778,4.66666666666667
"Liao",2,3,2,1,1,5,6,1
"Liaocyed",13,10,6,4,3,6,16,2
"LibStar",2.46153846153846,5.38461538461539,3.23076923076923,3.15384615384615,3.46153846153846,3.65384615384615,7.53846153846154,2.69230769230769
"Libatius",4,5,5,6,5,5,10,2
"LiberalFascist",2,3,2,1,1,1,3,1
"Liberation3",0,2,2,1,1,4,1,0
"Libercht",1.5,2.5,1.5,0,1,2.5,2.5,0.5
"Liberlogos",5,5,6,1,4,3,6,1
"Libertatia",4,3.5,1.5,1.5,1,2,5.5,0
"Libertyactivist",2,6,3,1,1,0,4,2
"Libertycookies",9,8,9,3,3,9,9,6
"Libertyville",3.14285714285714,4.14285714285714,3.28571428571429,2.28571428571429,1.57142857142857,5.28571428571429,4.14285714285714,1
"Librarian2",3.33333333333333,4.33333333333333,3.16666666666667,2.66666666666667,3,2.83333333333333,4,1.16666666666667
"Libro0",6,14,9.5,9,5,18.5,18,5
"Libs23",4,3,0,1,0,2,5,0
"Lid",8.44444444444444,10.2222222222222,7.33333333333333,4.66666666666667,6.44444444444444,7.88888888888889,15.7777777777778,3.22222222222222
"Lidos",5,4,5,1,0,5,8,1
"Liempt",6,8,9,9,2,9,14,8
"Liface",3,3,3,4,2,4,7,0
"Life of Riley",1.66666666666667,2.41666666666667,1.16666666666667,0.916666666666667,1.66666666666667,2.58333333333333,2.33333333333333,0.25
"LifeStroke420",5,8,7,3,7,7,9,2
"Lifebaka",3.71428571428571,3.78571428571429,3.07142857142857,2.64285714285714,3.42857142857143,4.71428571428571,7.64285714285714,1.35714285714286
"Lifebonzza",2.66666666666667,3.66666666666667,2.66666666666667,1.33333333333333,1.66666666666667,1.66666666666667,6.66666666666667,2
"Lifeguard Emeritus",3,5,3,1.75,3,3.25,7,1.75
"Lifeisunfair",2,0,1,0,0,6,5,0
"LifeloverElena",0.75,1.75,1.5,1.75,1.5,1.25,0.5,0.25
"Liftarn",5.25,8,4,1.75,2.25,6.25,8,1.75
"Liga girl",5,5,6,5,4,2,11,1
"Light current",0.444444444444444,1.88888888888889,0.888888888888889,0.555555555555556,1.66666666666667,1.33333333333333,1.66666666666667,0.333333333333333
"Lightdarkness",2.6,4.2,2.2,2.6,2.2,3,6,1.4
"Lighthead",1.58333333333333,4.25,2.95833333333333,2.91666666666667,3.33333333333333,6.16666666666667,4.79166666666667,0.916666666666667
"Lightlumina",3,2,3,1,3,3,8,1
"Lightmouse",2.48484848484848,3.18181818181818,1.75757575757576,1.57575757575758,2.39393939393939,3.3030303030303,4.96969696969697,1.21212121212121
"Lights",2.5,3.5,3.5,1.5,2.5,3,8.5,1
"Lightsup55",3,3.5,2.5,1.25,4.25,2,5.5,1.25
"Ligulem",4,6.2,4.03333333333333,3.16666666666667,3.96666666666667,4.66666666666667,8,2.03333333333333
"Lihaas",1.88461538461538,3.11538461538462,2.15384615384615,1.65384615384615,1.61538461538462,2.15384615384615,2.34615384615385,0.615384615384615
"Lijnema",2,2,0,0,0,1,2,1
"LikeLakers2",3.21428571428571,5.14285714285714,3.35714285714286,4.14285714285714,4.35714285714286,6.14285714285714,5.85714285714286,2.57142857142857
"Likebox",3.5,7,5,2.5,4,3.5,6,0
"Likelife",3,1.66666666666667,1.33333333333333,0.666666666666667,2,2,2.33333333333333,0.666666666666667
"Likeminas",1,1.5,0.5,0.5,1,2,2.5,1.5
"Lil Flip246",4,3.66666666666667,1.33333333333333,1.33333333333333,1,4.66666666666667,3.33333333333333,2.33333333333333
"Lil crazy thing",6,13.3333333333333,8.66666666666667,7,6.33333333333333,4,7.33333333333333,3.33333333333333
"Lil-unique1",4.37313432835821,4.86567164179105,3.82089552238806,2.82089552238806,3.41791044776119,4.32835820895522,7.34328358208955,1.82089552238806
"LilHelpa",1.33333333333333,2,1.33333333333333,0.333333333333333,1.33333333333333,3.33333333333333,4,0.666666666666667
"LilTigre",2,0,0,0,1,2,2,0
"Lilaac",2.5,2.5,0,0,0.5,3.5,2,0
"Lilac Soul",3.0952380952381,4.57142857142857,3.54761904761905,2.52380952380952,3.21428571428571,4.02380952380952,5.30952380952381,1.0952380952381
"Lima",4.5,6.5,3.75,1.25,4.5,8,10.5,3.25
"Limegreen",4,5.5,2,3,2,1.5,3,4
"Limetom",1,2,1,0,3,3,1,0
"Limideen",1.77777777777778,3.11111111111111,2.22222222222222,1.33333333333333,1.77777777777778,4.77777777777778,3.33333333333333,0.666666666666667
"Limulus",0,0,0,0,0,1,1,0
"LinaMishima",1.5,4.5,2.5,2,4,2.5,4,1.5
"Linas",2.4,2.7,2.9,2,3.1,3.8,5,1
"Lincher",3,6,4,1,2.5,5.5,6,1
"Lincolnchan98",0,0,0,0,0,0,0,0
"Lincolncooper",6,11,7,4,5,9,29,8
"Lincolnite",3.54545454545455,1.90909090909091,2.27272727272727,1.36363636363636,2.72727272727273,2.63636363636364,5.36363636363636,1.54545454545455
"Lindell005",2,4,0,1,0,7,3,0
"Linden Arden",5,2,0,1,0,1,10,0
"Lindosland",9.5,13.6666666666667,10.5,7.66666666666667,8,14.5,22.5,5.16666666666667
"Lindsapw",3,2,2,1,1,5,5,1
"Lindsay658",2.33333333333333,0,0,0.666666666666667,0.666666666666667,1,4,2.33333333333333
"LindsayCervarich",14,19,13,10,4,13,15,3
"Ling.Nut",2.01809954751131,2.76470588235294,2.04524886877828,1.50226244343891,1.65610859728507,3.4027149321267,3.96380090497738,1.41628959276018
"Ling.Nut.Email.Only",2,4,3,5,0,5,2,0
"Ling.Nut.Public",1,0.5,1,0.5,1,3,2,1.5
"Ling.Nut2",1.75862068965517,3.3448275862069,2.31034482758621,1.6551724137931,2.17241379310345,4.06896551724138,4,1.27586206896552
"LinguistAtLarge",6,4,0.5,1.5,1.5,0.5,5,1.5
"Linguistic Science",0.5,2.5,1.5,1,1,4,2,0.5
"LiniShu",3.5,3.5,0.5,1.5,2,5.5,10,3
"Link9er",2,1,3,1,1,5,4,1
"Linkan",3,2.5,1,2.5,2,1.5,5.5,1.5
"Linnah",1.25,3.75,2.75,2,1.25,4,5.5,0.75
"Linnea78",0,0,0,0,0,1,1,0
"Linnix",2,3,0,0,0,2,4,2
"Linux731",1,2,0,0,1,1,4,0
"Linuxbeak",2.75,6.875,3.625,2.625,4.875,7.375,7.625,1.75
"Linuxerist",0.5,2.75,0.75,2,1.75,2,1.25,0.5
"Linuxlad",2.5,2.75,1,0.75,1.75,1.75,3.75,0.25
"Lion King",5,8,2,2,4,5,13,0
"Lionelisbest",4,4,2,1,2,6,4,1
"Lionelt",2.91549295774648,3.6056338028169,2,1.45070422535211,2.09859154929577,3.87323943661972,4.53521126760563,1.14084507042254
"Lionfish0",5,11,8,6,4,10,8,5
"Lionratz",0,0,0,0,0,1,0,0
"Liontamer",4.33333333333333,4.66666666666667,3.66666666666667,4.66666666666667,2.33333333333333,8.33333333333333,9.66666666666667,4
"Lippard",3,2,2,1,2,3,4,0
"Liquid lover",3,2,3,1,1,3,5,1
"LiquidGhoul",4.6,7.2,3.8,3.3,3.4,6,8.5,2
"Liquidat",1,3.5,0.5,1.5,2,2,1,1
"Liquidluck",3,2,4,1,4,3,5,1
"Lisa the Sociopath",1.5,2.5,1.5,0.5,2,1.5,2,0.5
"Lisa4edit",5.33333333333333,10,4.33333333333333,3.66666666666667,5.66666666666667,9.66666666666667,14.3333333333333,4
"LisaFowler",9,9,9,9,4,9,21,7
"LisaLiel",6,5,2,1,4,2,10,1
"Lisapollison",2,4,6,3,3,2,9,2
"Lisasmall",0.5,5,1,1.5,2,4,2,0
"List Expert",3.5,1.75,2,2,2.25,3.75,6.75,1.75
"LitAes",6,9,5,6,7,8,16,10
"Litefantastic",3.5,3.1,3.8,2,2.4,4.2,6.8,1.7
"LiteralKa",1,1.6,1.2,0.4,1.4,2.6,3.2,1.4
"LiteraryMaven",4.66666666666667,4.83333333333333,2.16666666666667,0.5,3.83333333333333,2.66666666666667,5.5,1.5
"Literaturegeek",3.46808510638298,5.70212765957447,2.8936170212766,2.51063829787234,3.65957446808511,5.25531914893617,6.38297872340426,2.46808510638298
"Lithistman",3.79166666666667,4.95833333333333,3.66666666666667,3.58333333333333,3.79166666666667,6.04166666666667,7.41666666666667,1.75
"Lithium6ion",6,5.5,2.5,3.5,3.5,8.5,12,2
"Lithoderm",2.72727272727273,3.13636363636364,1.95454545454545,1.5,1.81818181818182,2.68181818181818,5.63636363636364,1.13636363636364
"Litis",1,1,0,0,0,1,1,3
"Little Mountain 5",1.6,2.4,1.73333333333333,2.06666666666667,2.2,2.8,3.33333333333333,1.53333333333333
"Little grape",2,2,2,0,1,1,2,1
"LittleBenW",14,13,12,7,11,6,21,3
"LittleJerry",1.25,3,1,1,1,1.5,3.25,1.25
"LittleOldMe",1,3,0,1,2,1,1,0
"Littlealien182",11.6,11,6.6,4.6,8.4,6.4,12.2,4.8
"Littlemerman8",0,0,0,1,1,0,2,0
"Littleolive oil",1,2,1,1,1,3,5,2
"Littlerobbergirl",4,3,1,1,1,3,5,0
"Littleteddy",1,1,0,0,1,5,1,0
"Live and Die 4 Hip Hop",8,7,8,5,6,4,6,5
"LiveOnMars",6,7,6,6,3.5,6.5,11,3.5
"Liverpool Scouse",3,4,8,2,0,7,10,2
"Liveste",5.2,3.4,2.8,1.2,2.8,3.2,7.2,1.2
"Livitup",7,3,5,4,5,6,14,5
"Liz1of113",1.5,6,2,4,5,7.5,5,1
"Ljthefro",4.5,5.5,2,2.5,2,1.5,8,0.5
"Lkeryl",3,6,3,2,2,9,8,0
"Llama man",1.5,2.75,1.25,1.75,1.75,2.75,3.5,1
"Llamadog903",0,2,0,1,1,1,0,0
"Llonydd",2.5,6,3.5,5,2.5,6,7,2.5
"Llort",17,9,6,6,9,15,18,3
"Lluis tgn",0,1,2,3,2,2,4,1
"Llywelyn2000",1,1,0,1,0,2,2,0
"Llywrch",4.98,6.36,2.98,2.92,4.92,6.64,10.36,2.6
"Lmblackjack21",0,2,0,0,1,1,1,0
"Lmcelhiney",1,4,1,0,1,2,1,0
"Lmielke359",3.33333333333333,2.33333333333333,1,2,1.33333333333333,3.33333333333333,4.33333333333333,0.333333333333333
"Lmusielak",8.66666666666667,12.6666666666667,9.66666666666667,4.66666666666667,6.66666666666667,9.66666666666667,11.3333333333333,2.33333333333333
"Lneal001",3.5,3,1.5,1.5,3,3,4.5,1
"Lnemekhbayar",0.5,2,0,0.5,1,1,2.5,1
"Lo Ximiendo",1,4,1,2,3,4,3,2
"Loadedsalt",5,3,3,2,1,10,3,4
"Loadmaster",3.4,3.4,2.6,2.4,3.2,3.8,6.8,1.4
"Lobojo",1,2.5,1,1,1.5,1.5,2,0
"Local hero",1.55102040816327,1.95918367346939,1.44897959183673,1.59183673469388,1.89795918367347,1.79591836734694,2.38775510204082,0.693877551020408
"Localzuk",4.75,5.75,3,4,2,3.25,9.25,2
"Location",1.86363636363636,2.09090909090909,1.63636363636364,1.54545454545455,1.54545454545455,2.68181818181818,4.13636363636364,0.818181818181818
"Lochaber",7.75,7,4.75,4.5,8.25,7.25,13.5,2.75
"Locke Cole",2.53846153846154,3.35897435897436,3.20512820512821,2.35897435897436,2.76923076923077,3.28205128205128,5.38461538461539,1.76923076923077
"Locke'sGhost",1.33333333333333,1.33333333333333,1.33333333333333,0.5,1.66666666666667,2.33333333333333,3.5,0.5
"Locke_Cole",1.42857142857143,3.57142857142857,2.57142857142857,2.28571428571429,2.71428571428571,3.85714285714286,2.71428571428571,0.714285714285714
"Lockley",2.63636363636364,1.27272727272727,1.63636363636364,0.909090909090909,1.72727272727273,2,4.54545454545455,1.54545454545455
"Lodewijk Vadacchino",6,4.5,8,4,5.5,18,16.5,2
"Lofty",0,0,0,0,1,1,1,0
"Logan",2.25,2.375,1.33333333333333,0.916666666666667,1.625,1.75,4.16666666666667,1
"Logan The Master",0.333333333333333,1,0,0,1.66666666666667,2,1,0
"LoganK",9,22,13,6,15,30,31,15
"Loganberry",4.33333333333333,5.33333333333333,4.83333333333333,3.5,3.83333333333333,3.83333333333333,7.83333333333333,1.83333333333333
"Logic Historian",4,6,1,1,4,1,7,0
"Logic prevails",5.5,5,3.5,4.75,1.75,7.25,9.75,2.75
"Logical Cowboy",2.2,2.8,1.4,2.4,1.4,2,4.4,0.8
"Logical Fuzz",3,5.52941176470588,3.17647058823529,3.94117647058824,3.64705882352941,5.88235294117647,6.94117647058824,2.47058823529412
"Logical2u",4.33333333333333,4,4,2.33333333333333,4,4.33333333333333,7.66666666666667,3.66666666666667
"Logicus",3.2,5,5,2.6,4.2,5.4,12.6,3.2
"Logofat de Chichirez",0,2,2,1,2,3,7,0
"Logos384",8,11,6,5,4,3,9,4
"LokiClock",10,7,5.6,3.2,6.4,4.8,12.8,1.4
"LokiiT",1.5,1,0.5,0.5,0,0.5,1,0
"Lokiloki",4,3,0,1,0,4,3,0
"Lokomotive74",0.666666666666667,1,1,0.666666666666667,1,1.33333333333333,2.33333333333333,0.333333333333333
"Lokyz",0,3,4,4,1,4,5,3
"Lolipod",3,2,1,0,0,4,3,0
"Lolo Sambinho",0,0,2,1,1,1,0,0
"Lolox76",5,7,6,3,0,7,12,4
"Lolsalot",1,1,0,0,0,1,1,1
"Lom Konkreta",1.5,1.5,2,3.5,2,6.5,8.5,1
"Lommer",6,3,3,3,3,10,11,4
"Lomn",8.16666666666667,7,4.83333333333333,3.5,4.66666666666667,3.5,11,2.83333333333333
"Londo06",2.33333333333333,2.33333333333333,0.333333333333333,1.66666666666667,1,1,2.33333333333333,0
"LonelyBeacon",4.125,5.3125,3.1875,2.1875,3,5.0625,6.5,1.9375
"LonelyMarble",9,9.36363636363636,5.09090909090909,4.54545454545455,6,6.81818181818182,12.9090909090909,6.18181818181818
"Lonelydarksky",3.55,2.35,1.9,1.55,1.7,4.05,6.8,1.45
